id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,number_of_reviews_ltm,neighbourhood_normalized,zip_code,31-12-2023,31-03-2024,30-06-2024
5785758,Medical Student Housing,250400,Dan,South Lawndale,41.85253,-87.69803,Private room,,25,30,5,19,3,south lawndale,60632,47,47,67.5
5804791,Medical School Housing A,250400,Dan,South Lawndale,41.8544,-87.69845,Private room,,25,28,5,38,4,south lawndale,60632,49,49,65
5805991,Medical Student Housing,250400,Dan,South Lawndale,41.85436,-87.69681,Private room,,25,26,5,85,3,south lawndale,60632,52,50,70
5847065,Goose & Fox Hostel Lincoln Park,30356781,Greg,Lincoln Park,41.91775,-87.65508,Private room,,2,238,2,45,25,lincoln park,80204,65,65,69
5850897,"McCormick Place, Downtown Chicago, Museums, & more",22588707,Brandon,Grand Boulevard,41.81436,-87.61289,Private room,,2,35,1,363,4,grand boulevard,60615,149,135,148
5851115,Great Place Garfield Park 3 Bedroom,28811949,Seth & Mike,West Garfield Park,41.87669,-87.72146,Entire home/apt,,32,498,1,300,20,west garfield park,60624,121,102,104
5861971,Funky & Cozy Designer Apt/ 4 stops from Downtown,11710780,Robert,East Garfield Park,41.8867,-87.70783,Entire home/apt,,3,212,2,170,29,east garfield park,60612,52,53,64
5874798,SuperHost with Private bedroom/bath/entry Lakeview,30507677,Dorene,Lake View,41.93955,-87.65904,Private room,,2,317,1,304,25,lake view,60657,99,99,99
5933672,Luxurious 2br 2ba Condo RIVER WEST,3965428,Dominic,Near West Side,41.88668,-87.64266,Entire home/apt,,360,0,55,365,0,near west side,60612,185,185,185
5980645,Sidh  Arya,31050127,Siddharth,Hermosa,41.93483,-87.74135,Private room,,4,62,1,304,5,hermosa,60639,45,40,40
5981743,Comfortable room in Art Gallery ((:,24676863,William,West Town,41.90943909,-87.67629242,Private room,,1,49,3,322,10,west town,60612,139,119,160
5996942,"Spacious suite near CTA/orange line, McKinley Park",30836055,Ying,Mckinley Park,41.82983,-87.67544,Entire home/apt,,3,171,1,287,22,mckinley park,60609,52,52,52
6014128,Extended Stay Business  2 bedroom 2 Bath Balcony,3965428,Dominic,Loop,41.87132,-87.63146,Entire home/apt,,360,1,55,365,0,loop,60605,200,200,200
6039038,05b. Queen futon in Common Room,2907254,Joseph,West Ridge,42.01653,-87.68788,Shared room,,1,184,14,79,11,west ridge,60659,28,17,19
6045978,Trendy Roscoe Village 3BD/2B w/fireplace~ Cozy HM2,683529,Joe,North Center,41.94614,-87.68242,Entire home/apt,,2,44,23,320,11,north center,60657,198,188,287
6051322,"1BD/1BA steps away from local shops, entertainment",24705990,Rick,Uptown,41.97183,-87.66786,Private room,,2,6,9,154,0,uptown,92103,260,226,92.2
6053269,Vibrant Andersonville 2BR w/ in-unit laundry,24705990,Rick,Uptown,41.97106,-87.66777,Private room,,5,20,9,174,0,uptown,92103,328,303,173.8158042
6057908,Lakeview Charmer -with parking!,31673,Cathy,Lake View,41.93886,-87.65391,Entire home/apt,,2,403,1,279,46,lake view,60657,146,129,157
6065318,"NEW,Roscoe Village,Cubs, Pvt Bath, Pvt Entrance",20374823,Nick,North Center,41.94815,-87.68459,Private room,,2,524,1,255,73,north center,60657,69,64,90
6086065,Cozy 2 Bedroom Garden Apartment,27005011,Doug,Logan Square,41.92428,-87.69222,Entire home/apt,,32,82,1,281,0,logan square,19103,77,77,77
6103492,Entire 2 bdrm english garden apt*block 2trains&I94,31669178,Donna,Portage Park,41.95993,-87.74773,Entire home/apt,,32,16,7,293,0,portage park,60634,59,80,68
6133986,Cool loft in Fulton Market District / West Loop,4267791,Levar,Near West Side,41.88796,-87.6445,Entire home/apt,,32,45,1,90,0,near west side,60612,279,279,279
6153674,Trendy Roscoe Village 3BD/2BA w/Fireplace Cozy VN1,683529,Joe,North Center,41.94078,-87.68115,Entire home/apt,,32,40,23,353,4,north center,60657,193,251,260
6363328,Cozy studio in amazing location,33154489,Sara,Lincoln Square,41.96857,-87.69577,Entire home/apt,,3,237,1,306,20,lincoln square,60625,89,82,100
6365974,Cute cozy cottage 20 min 2 downtown,31669178,Donna,Hegewisch,41.65064,-87.54074,Entire home/apt,,32,44,7,174,3,hegewisch,60633,79,79,129
6374350,Spacious garden level suite,6700231,Petra,North Center,41.94812,-87.68333,Private room,,2,206,1,185,41,north center,60657,79,79,80
6374890,Bright 1bd in Ukrainian / Humboldt,33221491,Mary,West Town,41.89972,-87.69722,Entire home/apt,,32,67,1,156,3,west town,60612,119,90,110
6378085,"Irving Park comfort,  White Tiger!",33245101,Rosa,Irving Park,41.95185,-87.70459,Entire home/apt,,2,92,2,139,13,irving park,60618,115,125,150
6386641,Apartment in Arty Historic West Town Home,214243,Sarah,West Town,41.89224868,-87.67495972,Entire home/apt,,2,32,1,79,32,west town,60612,126,125,139
6423299,The Craftsman Gallery at OHC - No Cleaning Fee!,5228189,Matthew,West Town,41.8948,-87.65661,Entire home/apt,,32,345,21,322,35,west town,60612,221,201,283
6447131,River North's Finest - Monthly,5640784,Dean,Near North Side,41.8972,-87.63442,Entire home/apt,,30,193,2,188,1,near north side,60610,129,129,159
6472628,Pilsen Custom Home,33813743,Zandra,Lower West Side,41.84998,-87.67714,Private room,,32,51,1,362,1,lower west side,60608,68,68,68
6480445,Tree top 2nd floor 3 bedrm Apt,28172807,Sadie Rose And Patrick,Avondale,41.93395,-87.71078,Entire home/apt,,2,276,1,275,38,avondale,95824,160,153,163
6488146,Furnished housing KING BED+ POOL/HOT-TUB+SAUNA+GYM,3965428,Dominic,Loop,41.88581,-87.61744,Entire home/apt,,90,13,55,265,0,loop,60605,180,180,180
6504170,West Town Traveler's Lodge,4591141,Moudi,West Town,41.89867,-87.67012,Entire home/apt,,5,614,3,29,33,west town,60612,100,100,207
6515667,2BD/1B Old Town!   Walk to North Ave. Beach & Zoo,683529,Joe,Lincoln Park,41.91268,-87.63895,Entire home/apt,,32,87,23,360,7,lincoln park,80204,179,250,282
6528643,2bd/2b close to EL-shopping-dining-cafes,683529,Joe,North Center,41.94342,-87.68121,Entire home/apt,,32,68,23,348,8,north center,60657,198,222,264
6528832,2BD/2BA  2 blks to EL-Lincoln Pk Zoo-walk to beach,683529,Joe,Lincoln Park,41.91285,-87.63864,Entire home/apt,,32,85,23,365,12,lincoln park,80204,205,126,264
6528867,2BD/2BA 2 blck to EL-Walk to Zoo & Beach,683529,Joe,Lincoln Park,41.91285,-87.63864,Entire home/apt,,32,81,23,355,13,lincoln park,80204,205,126,273
6528967,Roscoe 3BD/2BA walk to shops/cafes (vn2),683529,Joe,North Center,41.94078,-87.68115,Entire home/apt,,32,52,23,347,5,north center,60657,193,251,245
6553226,Tea Studio in Wicker Park Spring Factory,2392656,Brett,West Town,41.90223,-87.67265,Entire home/apt,,3,222,2,97,34,west town,60612,245,277,302
6576714,Private BR;Parking by UofC/HydePark,34396037,Kristy,Woodlawn,41.77555,-87.59546,Private room,,2,134,1,311,14,woodlawn,97211,83,66,66
6588681,Logan Square Studio,5212119,Mark,Logan Square,41.9305,-87.70307,Entire home/apt,,2,490,1,302,48,logan square,19103,80,81,93
6612044,Private suite in Lincoln Square,11581930,Beatrice,Lincoln Square,41.97104,-87.69654,Entire home/apt,,2,374,1,274,50,lincoln square,60625,98,92,97
6634916,Rooms in Vintage-Style Lincoln Square Condominium,34473759,Kerry,Lincoln Square,41.97186,-87.69521,Private room,,3,193,1,43,25,lincoln square,60625,88,150,88
6644005,Boutique Design Condo with Rooftop Terrace,21924626,Nathan,Lake View,41.94331,-87.6486,Entire home/apt,,2,44,2,12,1,lake view,60657,758.8817204,428,428
6654182,"1 BD Condo by downtown,park,lake",3574415,Marv,Near North Side,41.90409,-87.63316,Entire home/apt,,32,74,2,194,3,near north side,60610,85,84,84
6673071,"RARE FIND Luxury 4BR, 3BTH. Lincoln Park/DePaul",31719241,Susan,Lincoln Park,41.92909,-87.66318,Entire home/apt,,180,27,1,180,0,lincoln park,80204,599,599,599
6686012,2BR Bursting w/ Character in Hip Logan Square!,25505766,Danielle,Logan Square,41.92445305,-87.70270599,Entire home/apt,,2,500,3,285,69,logan square,19103,106,111,204
6713251,Trendy Roscoe Village 2BD/2BA w/Fireplace Cozy,683529,Joe,North Center,41.94099,-87.68047,Entire home/apt,,32,37,23,354,4,north center,60657,189,212,236
6716477,"3BD/2BA Perfect 4 Families,walk to shops/cafes",683529,Joe,North Center,41.94072,-87.68115,Entire home/apt,,32,56,23,356,3,north center,60657,205,241,279
6716705,3BD/2BA (vs2) Perfect 4 Families/walk to shops,683529,Joe,North Center,41.94072,-87.68115,Entire home/apt,,32,60,23,354,6,north center,60657,205,241,295
6724355,NIce 2 Bedroom Private Condo,32200299,Nate,Woodlawn,41.78355,-87.61363,Entire home/apt,,2,126,5,242,3,woodlawn,97211,159,159,159
6729727,Classic Chicago Greystone Apt. ( Support a Cause),35241159,Oliver,Uptown,41.97044,-87.65735,Private room,,32,146,1,365,0,uptown,92103,125,125,70
6732036,Spacious unique artist's home in Pilsen,34217631,Kenneth,Lower West Side,41.8555,-87.64535,Entire home/apt,,2,159,1,86,25,lower west side,60608,140,140,179
6750168,Hip Homebase 420 ok - 2br apt NO parties,1649647,Bianca,West Town,41.91306,-87.66797,Entire home/apt,,32,238,5,347,1,west town,60612,54,150,196
6757098,Charming Neighborhood 2br Apt!,1649647,Bianca,West Town,41.8933,-87.67641,Entire home/apt,,32,233,5,317,4,west town,60612,65,139,268
6780171,Roscoe Village 2BD/1BA Fireplace E1,683529,Joe,North Center,41.9435,-87.67674,Entire home/apt,,32,56,23,352,4,north center,60657,154,210,216
6782452,Updated full floor urban retreat private suite,35506107,Eileen,Edgewater,41.97654,-87.66111,Private room,,2,410,1,100,55,edgewater,78248,68,95,100
6790238,Small Bedroom in Logan Square!,34317953,Carrie,Logan Square,41.92616,-87.72051,Private room,,32,26,2,48,0,logan square,19103,58,58,58
6793653,4BD/2BA Suite w/Fireplace (re2) Perfect 4 Families,683529,Joe,North Center,41.9435,-87.67674,Entire home/apt,,32,63,23,346,18,north center,60657,154,210,290
6853688,2BD/1BA Suite w/Fireplace (hp1) FREE PARKING!!,683529,Joe,North Center,41.93723,-87.6828,Entire home/apt,,32,49,23,347,3,north center,60657,157,100,203
6853914,4 BD/2 BA Apartment (hp2),683529,Joe,North Center,41.93723,-87.6828,Entire home/apt,,32,57,23,359,7,north center,60657,157,100,269
6854069,Lincoln Park 1BD/1BA Apt (1f),683529,Joe,Lincoln Park,41.92751,-87.65011,Entire home/apt,,32,84,23,365,7,lincoln park,80204,171,227,234
6855475,The Blue Butterfly Suite 420Friendly - FreeParking,35342456,Roberto,Portage Park,41.94062,-87.75709,Private room,,2,77,23,255,9,portage park,60634,78,78,85
6863046,Lincoln Park 2BD/1BA Fireplace #1r,683529,Joe,Lincoln Park,41.92751,-87.65011,Entire home/apt,,32,63,23,363,7,lincoln park,80204,171,227,236
6863178,Lincoln Park 4BD/2BA Fireplace (2),683529,Joe,Lincoln Park,41.92751,-87.65011,Entire home/apt,,32,102,23,353,16,lincoln park,80204,171,227,319
6897078,Stylish First Flr. Studio. Best Location Division+Hermitage.,36140345,Melissa,West Town,41.901756,-87.671387,Entire home/apt,,3,241,2,270,28,west town,60612,135,154,152
6945901,Sunny and Funky 2-bedroom in Logan Square,15226289,Anton,Logan Square,41.91785,-87.71818,Entire home/apt,,3,32,1,93,28,logan square,19103,80,79,106
6957805,"Teal Room - King Bed, near CTA, 20min to Downtown",22608682,Ryan,East Garfield Park,41.88302,-87.7096,Private room,,1,559,13,293,53,east garfield park,60612,39,41,68
6967492,Logan Square -Green Room,36300208,Maria,Avondale,41.93465,-87.73009,Private room,,60,11,4,219,1,avondale,95824,35,35,35
6975132,Mayfair 2BR near Blue Line (Monthly availability),36549783,Jeffrey,Irving Park,41.962921,-87.735283,Entire home/apt,,32,104,12,156,1,irving park,60618,94.72727273,68,150
6990105,Great location. Free parking.,33605887,Ewa,West Town,41.90089,-87.66546,Entire home/apt,,1,721,2,14,81,west town,60612,92,98,100
6993421,Spacious Old Town Condo 2 BD/1 BA,22550008,Alex & Annie,Near North Side,41.90358,-87.63414,Entire home/apt,,32,118,1,34,3,near north side,60610,90,91,262.9688196
6994290,Loft like space in Logan Square,15013308,Christina,Logan Square,41.9182,-87.69768,Entire home/apt,,32,76,1,108,0,logan square,19103,329,138.3902439,400
7025225,Trendy Space Close to WickerPark@Ukrainian Village,29716517,Ronaldo And Carla,West Town,41.89834,-87.69155,Private room,,2,275,2,47,16,west town,60612,77,82,103
7084894,Cute Brownstone in Lakeview,33980307,Erika,Lake View,41.93595,-87.65148,Private room,,1,450,1,266,24,lake view,60657,68,76,81
7092080,"Bright 1BR w/ shared Roof Deck, close to beach",24705990,Rick,Uptown,41.97146,-87.66882,Hotel room,,3,44,9,154,0,uptown,92103,260,226,173.8158042
7097488,Sweet Home Chicago 4 Bedroom/2 Bath,34959956,Trevor,West Town,41.8932,-87.65892,Entire home/apt,,2,211,1,287,11,west town,60612,223,228,349
7116810,Accessibility to Midway Airport&Downtown!,192514716,Juan,West Elsdon,41.78747,-87.71754,Entire home/apt,,32,40,1,0,0,west elsdon,60632,72,72,71.5
7176158,"Modern Logan Square Apartment, steps from train!",28183266,Allyson,Logan Square,41.9236,-87.69717,Entire home/apt,,1,293,1,285,41,logan square,19103,98,121,121
7239181,"Quiet, artsy, vintage, queer-friendly, Humboldt Pk",36541232,G,West Town,41.90409,-87.68723,Private room,,32,81,2,53,0,west town,60612,46,46,90.80952381
7264941,✪ Great Location Luxury Views Business POOL & SPA✪,3965428,Dominic,Loop,41.88784,-87.61645,Entire home/apt,,90,14,55,229,0,loop,60605,175,175,175
7274926,Urban Oasis in the heart of Logan Square,38088944,Amanda,Logan Square,41.92682721,-87.7084926,Private room,,1,40,1,186,34,logan square,19103,35,62,85
7319042,Private Bedroom + Bath in Rogers Park Family Home,686562,Patricia,Rogers Park,42.00414,-87.67272,Private room,,1,161,1,0,14,rogers park,60626,62,62,62
7360731,Spacious 2 bedroom with hot tub,38553561,Drea,West Ridge,41.98803977,-87.70293608,Private room,,1,21,3,124,15,west ridge,60659,109,136,138
7370245,The Avondale Attic Unit,9959757,Jedidiah,Irving Park,41.94664,-87.70783,Entire home/apt,,32,92,9,271,3,irving park,60618,52,68,85
7384649,"Spacious 2BR near concert venues, Wrigley Field",24705990,Rick,Uptown,41.97147,-87.66861,Hotel room,,5,34,9,173,0,uptown,92103,328,303,173.8158042
7389646,Private Queen Bedroom and En Suite Bath,25759643,Tim,Lake View,41.95675,-87.66715,Entire home/apt,,2,207,3,59,25,lake view,60657,110,125,127
7421326,Art filled apartment in Logan,5050949,Abigail,Logan Square,41.93066,-87.69724,Entire home/apt,,2,111,1,299,10,logan square,19103,170,174,170
7509321,"Lively Wicker Park 2br, Steps to Damen Blue Line",39290149,Vanessa & Charlie,West Town,41.911473,-87.676601,Entire home/apt,,1,313,1,292,13,west town,60612,69,69,69
7562307,LT “Cozy Suite” 2 Private Bedrooms - 420Friendly,35342456,Roberto,Portage Park,41.93882,-87.757,Private room,,32,26,23,261,0,portage park,60634,181,181,251
7564825,Logan Square 3 bedrms with parking,6427776,Thanh,Logan Square,41.92484,-87.72377,Entire home/apt,,2,139,1,84,4,logan square,19103,214,214,214
7573465,Judy's Jefferson Park Bungalow Queen Bed,39707371,Judy,Portage Park,41.96564475,-87.75422438,Private room,,3,86,2,326,10,portage park,60634,85,85,85
7575577,Judy's Jefferson Park Bungalow w/Daybed,39707371,Judy,Portage Park,41.96512,-87.75233,Private room,,3,43,2,309,6,portage park,60634,78,78,78
7580940,Single Family Home in Chicago's Medical District,33679006,Rebeca,Near West Side,41.86332,-87.68522,Entire home/apt,,32,8,1,74,0,near west side,60612,180,180,144
7582520,"Cozy, Quiet, Garden Getaway!",1089952,Beth,North Center,41.95931,-87.69237,Entire home/apt,,2,429,1,299,44,north center,60657,100,100,120
7583774,Comfy Room in Vintage WalkUp,4336170,Catrina,Lincoln Park,41.92904,-87.66201,Private room,,2,54,1,312,11,lincoln park,80204,66,51,71
7602989,Downtown Lakeview Penthouse w/ private balcony 04,172402450,Lora,Lake View,41.94019,-87.65235,Entire home/apt,,2,473,3,289,56,lake view,60657,121,167,183
7617158,Cozy Lakeview Apt-Walk to Wrigley & Free Parking!,25320970,Kimberly,Lake View,41.95873,-87.66981,Entire home/apt,,1,87,2,207,33,lake view,60657,164,150,175
7646381,“The Mascaraed Suite” Gorgeous Multicultural Home,35342456,Roberto,Portage Park,41.93882,-87.75542,Entire home/apt,,2,25,23,260,3,portage park,60634,343,306,333
7649812,"Loft Near United Center, UIC, and Medical District",4163320,Meka,Near West Side,41.87988,-87.66982,Entire home/apt,,32,9,1,244,3,near west side,60612,100,90,119
7692835,Cozy Coach House,40401910,Scott,Edgewater,41.99439,-87.67069,Entire home/apt,,2,374,1,8,38,edgewater,78248,159.3555556,68,100
7713352,Quiet & Private bedroom near it all,27077065,Anthony,West Town,41.90518,-87.68902,Private room,,32,74,1,130,1,west town,60612,91,91,91
7718819,Logan Square -  Queen Comfort,36300208,Maria,Avondale,41.93423,-87.73024,Private room,,60,12,4,300,1,avondale,95824,38,38,38
7772110,Spacious 4-Level/4-Bedroom Townhouse in West Loop,6341314,Pillowhead,Near West Side,41.88791,-87.65098,Entire home/apt,,2,218,5,302,37,near west side,60612,536,638,1007
7783924,Fantastic Guest room in Chinatown!  ️,40958585,Dorian,Armour Square,41.84767,-87.63434,Private room,,1,295,1,149,31,armour square,60616,76,61,80
7810030,#1 neighborhood in Chicago w/ private balcony,172402450,Lora,West Town,41.8978,-87.68158,Entire home/apt,,2,554,3,301,48,west town,60612,88,101,143
7825308,Screened living room  with  sofa bed /Blue Line /,40425145,Grace,Irving Park,41.9582,-87.73148,Shared room,,35,61,2,364,0,irving park,60618,40,40,40
7896539,Near Midway Airport great vacation & travel nurses,41634086,Carlton,Ashburn,41.743,-87.6935,Entire home/apt,,32,148,1,275,0,ashburn,60652,133,129,129
7906341,1 of 2 beds-2nd furnished bedroom-,41690970,Hana,Rogers Park,42.0075,-87.66893,Shared room,,32,8,3,365,1,rogers park,60626,63,63,63
7919400,Cozy Bedroom in Wrigleyville (Entire Apt),871911,Mo  &  Ganna,Lake View,41.94662,-87.65188,Entire home/apt,,1,194,6,259,28,lake view,60657,91,69,104
7947804,Artist Loft Duplex in a 1904 Former Factory,16627391,Aaron,West Town,41.8964,-87.65773,Entire home/apt,,3,279,1,165,5,west town,60612,566,632,680
7975015,An Andersonville Gem!,40871799,Gerrit,Uptown,41.97567,-87.66459,Entire home/apt,,3,58,1,126,7,uptown,92103,249,249,281
7989457,East Humboldt Park Vintage Charm,24341986,Ewa,West Town,41.90348,-87.69594,Private room,,1,146,2,141,18,west town,60612,73,74,74
8031382,Minutes from EVERYTHING!,42247480,Algenoy,Douglas,41.82453,-87.61734,Entire home/apt,,32,232,1,179,3,douglas,60616,120,120,120
8051756,Early Spring special! $99! Bean & Millenium Park!,8945919,John,Near North Side,41.89596,-87.62714,Entire home/apt,,32,15,1,178,4,near north side,60610,78,99,142
8053055,Wrigley Garden Unit,42518018,M J,Lake View,41.9447,-87.65032,Entire home/apt,,2,190,4,335,10,lake view,60657,184,165,202
